,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,FinishedBsmtAreaSF,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,BsmtHalfBath,TotalBathBasement,FullBath,HalfBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,agebybuilt,agebyremodel,TotalGrBsmtSF,OA1,OA2
613,614,20,RL,70.0,8402,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,ALQ,206,Unf,0,206,914,1120,GasA,Ex,Y,SBrkr,1120,0,0,1120,1120,1326,0,0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5,6,Typ,0,NA,NA,2007.0,NA,0,0,NA,NA,Y,0,30,0,0,0,30,0,NA,NA,NA,0,12,2007,New,Partial,147000,0,0,2240,2240,2240
614,615,180,RM,21.0,1491,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,1972,Gable,CompShg,CemntBd,CemntBd,None,0,TA,TA,CBlock,Gd,TA,Av,LwQ,150,GLQ,480,630,0,630,GasA,Ex,Y,SBrkr,630,0,0,630,630,1260,1,0,1.0,1,0,1.0,2.0,1,1,TA,4.0,4,3,Typ,0,NA,NA,1972.0,NA,0,0,NA,NA,Y,96,24,0,0,0,24,0,NA,NA,NA,0,5,2010,WD,Normal,75500,38,38,1260,1260,1260
615,616,85,RL,80.0,8800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Feedr,Norm,1Fam,SFoyer,6,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,156,TA,Gd,PConc,TA,TA,Gd,GLQ,763,Unf,0,763,173,936,GasA,Ex,Y,SBrkr,1054,0,0,1054,1054,1817,1,0,1.0,1,0,1.0,2.0,3,1,Gd,6.0,6,6,Typ,0,NA,Attchd,1963.0,RFn,2,480,TA,TA,Y,120,0,0,0,0,0,0,NA,MnPrv,NA,0,5,2010,WD,Abnorml,137500,47,47,1990,2146,2626
616,617,60,RL,70.04995836802665,7861,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,457,Unf,0,457,326,783,GasA,Ex,Y,SBrkr,807,702,0,1509,1509,1966,1,0,1.0,2,1,2.5,3.5,3,1,Gd,7.5,8,7,Typ,1,Gd,Attchd,2002.0,Fin,2,393,TA,TA,Y,100,75,0,0,0,75,0,NA,NA,NA,0,6,2006,WD,Normal,183200,4,3,2292,2292,2685
617,618,45,RL,59.0,7227,Pave,NA,Reg,HLS,AllPub,Corner,Mod,Names,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,0,832,832,GasA,Gd,Y,SBrkr,832,0,0,832,832,832,0,0,0.0,1,0,1.0,1.0,2,1,Gd,4.0,4,4,Typ,0,NA,Detchd,1962.0,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,105500,54,54,1664,1664,2192
618,619,20,RL,90.0,11694,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CemntBd,BrkFace,452,Ex,TA,PConc,Ex,TA,Av,GLQ,48,Unf,0,48,1774,1822,GasA,Ex,Y,SBrkr,1828,0,0,1828,1828,1876,0,0,0.0,2,0,2.0,2.0,3,1,Gd,6.0,6,9,Typ,1,Gd,Attchd,2007.0,Unf,3,774,TA,TA,Y,0,108,0,0,260,368,0,NA,NA,NA,0,7,2007,New,Partial,314813,0,0,3650,4102,4876
619,620,60,RL,85.0,12244,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Stone,226,Gd,TA,PConc,Gd,TA,Gd,GLQ,871,Unf,0,871,611,1482,GasA,Ex,Y,SBrkr,1482,780,0,2262,2262,3133,1,0,1.0,2,1,2.5,3.5,4,1,Gd,8.5,9,10,Typ,2,Gd,Attchd,2003.0,Fin,3,749,TA,TA,Y,168,0,0,0,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,305000,5,5,3744,3970,4719
620,621,30,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,41,Unf,0,41,823,864,GasA,TA,N,FuseF,864,0,0,864,864,905,1,0,1.0,1,0,1.0,2.0,2,1,TA,5.0,5,5,Typ,0,NA,NA,1914.0,NA,0,0,NA,NA,N,0,0,100,0,0,100,0,NA,NA,NA,0,9,2008,WD,Normal,67000,94,58,1728,1728,1728
621,622,60,RL,90.0,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,956,Rec,182,1138,384,1522,GasA,TA,Y,SBrkr,1548,1066,0,2614,2614,3752,0,0,0.0,2,1,2.5,2.5,4,1,TA,7.5,8,9,Typ,1,TA,Attchd,1974.0,RFn,2,624,TA,TA,Y,38,243,0,0,0,243,0,NA,NA,NA,0,6,2008,WD,Normal,240000,34,11,4136,4136,4760
622,623,20,RL,71.0,7064,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,153,TA,TA,CBlock,TA,TA,No,BLQ,560,Unf,0,560,420,980,GasA,TA,Y,SBrkr,980,0,0,980,980,1540,0,0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5,6,Typ,0,NA,Detchd,1986.0,Unf,2,484,TA,TA,Y,192,0,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,135000,32,32,1960,2113,2597
623,624,160,FV,70.04995836802665,2117,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513,Gd,TA,PConc,Gd,TA,No,GLQ,420,Unf,0,420,336,756,GasA,Ex,Y,SBrkr,756,756,0,1512,1512,1932,0,0,0.0,2,1,2.5,2.5,2,1,Gd,5.5,6,4,Typ,1,TA,Detchd,2000.0,Unf,2,440,TA,TA,Y,0,32,0,0,0,32,0,NA,NA,NA,0,6,2007,WD,Normal,168500,7,7,2268,2781,3221
624,625,60,RL,80.0,10400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,288,TA,TA,CBlock,TA,TA,No,Rec,247,Unf,0,247,485,732,GasA,Gd,Y,SBrkr,1012,778,0,1790,1790,2037,1,0,1.0,1,2,2.0,3.0,4,1,TA,8.0,9,8,Min2,1,TA,Attchd,1972.0,RFn,2,484,TA,TA,Y,148,0,0,0,147,147,0,NA,NA,NA,0,11,2006,WD,Normal,165150,34,34,2522,2810,3294
625,626,20,RL,87.0,10000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,0,1116,1116,GasA,TA,Y,SBrkr,1116,0,0,1116,1116,1116,0,0,0.0,1,1,1.5,1.5,3,1,TA,5.5,6,5,Typ,0,NA,Attchd,1962.0,Unf,2,440,TA,TA,Y,0,0,0,0,385,385,0,NA,NA,NA,0,2,2010,WD,Normal,160000,48,48,2232,2493,2933
626,627,20,RL,70.04995836802665,12342,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,0,978,978,GasA,TA,Y,SBrkr,1422,0,0,1422,1422,1422,0,0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5,6,Min1,1,TA,Attchd,1960.0,RFn,1,286,TA,TA,Y,0,0,36,0,0,36,0,NA,GdWo,Shed,600,8,2007,WD,Normal,139900,47,29,2400,2400,2686
627,628,80,RL,80.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,164,TA,TA,CBlock,TA,TA,Av,BLQ,674,LwQ,132,806,350,1156,GasA,Ex,Y,SBrkr,1520,0,0,1520,1520,2326,1,0,1.0,1,0,1.0,2.0,3,1,TA,6.0,6,7,Typ,2,Gd,Basment,1955.0,RFn,1,364,TA,TA,Y,0,0,189,0,0,189,0,NA,NA,NA,0,3,2010,WD,Normal,153000,55,38,2676,2840,3204
628,629,60,RL,70.0,11606,Pave,NA,IR1,HLS,AllPub,Inside,Sev,Names,Norm,Norm,1Fam,2Story,5,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,192,TA,TA,PConc,Gd,TA,Av,Rec,650,Unf,0,650,390,1040,GasA,TA,Y,SBrkr,1040,1040,0,2080,2080,2730,0,1,0.5,1,2,2.0,2.5,5,1,Fa,8.5,10,9,Typ,2,TA,Attchd,1969.0,Unf,2,504,TA,TA,Y,335,0,0,0,0,0,0,NA,NA,NA,0,9,2007,WD,Family,135000,38,38,3120,3312,3816
629,630,80,RL,82.0,9020,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259,TA,TA,CBlock,TA,TA,Gd,GLQ,624,Rec,336,960,288,1248,GasA,TA,Y,SBrkr,1350,0,0,1350,1350,2310,1,0,1.0,1,1,1.5,2.5,3,1,TA,6.5,7,6,Typ,0,NA,Attchd,1964.0,RFn,2,520,TA,TA,Y,176,0,0,0,0,0,0,NA,GdPrv,NA,0,6,2008,WD,Normal,168500,44,44,2598,2857,3377
630,631,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,0,0,636,636,GasA,TA,Y,FuseA,1089,661,0,1750,1750,1750,0,0,0.0,1,0,1.0,1.0,3,1,Ex,5.0,5,8,Typ,0,NA,Detchd,1937.0,Unf,1,240,Fa,Po,N,0,0,293,0,0,293,0,NA,MnPrv,NA,0,6,2006,WD,Abnorml,124000,126,15,2386,2386,2626
631,632,120,RL,34.0,4590,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsI,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,24,1530,1554,GasA,Ex,Y,SBrkr,1554,0,0,1554,1554,1578,0,0,0.0,2,0,2.0,2.0,2,1,Gd,5.0,5,6,Typ,1,Gd,Attchd,2006.0,RFn,2,627,TA,TA,Y,156,73,0,0,0,73,0,NA,NA,NA,0,8,2007,WD,Normal,209500,1,1,3108,3216,3843
632,633,20,RL,85.0,11900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209,TA,Gd,CBlock,TA,TA,No,ALQ,822,Unf,0,822,564,1386,GasA,TA,Y,SBrkr,1411,0,0,1411,1411,2233,0,0,0.0,2,0,2.0,2.0,3,1,TA,6.0,6,6,Typ,1,TA,Attchd,1977.0,Fin,2,544,TA,TA,Y,192,0,0,0,0,0,0,NA,NA,NA,0,4,2009,WD,Family,82500,32,32,2797,3006,3550
633,634,20,RL,80.0,9250,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,480,LwQ,468,948,108,1056,GasA,TA,Y,SBrkr,1056,0,0,1056,1056,2004,0,1,0.5,1,0,1.0,1.5,3,1,TA,5.5,6,6,Typ,0,NA,Attchd,1954.0,Unf,1,260,TA,TA,Y,390,0,0,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,139400,53,2,2112,2112,2372
634,635,90,RL,64.0,6979,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplx,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,GLQ,1056,Unf,0,1056,0,1056,GasA,Gd,Y,SBrkr,1056,0,0,1056,1056,2112,2,0,2.0,0,0,0.0,2.0,0,2,TA,4.0,4,4,Typ,0,NA,Detchd,1980.0,Unf,2,576,TA,TA,Y,264,56,0,0,0,56,0,NA,GdPrv,Shed,600,6,2010,WD,Normal,144000,30,30,2112,2112,2688
635,636,190,RH,60.0,10896,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2FmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,None,0,Fa,TA,CBlock,TA,Fa,No,LwQ,256,Unf,0,256,1184,1440,GasA,Ex,Y,FuseA,1440,1440,515,3395,2365,3651,0,0,0.0,2,0,2.0,2.0,8,2,Fa,12.0,12,14,Typ,0,NA,NA,1914.0,NA,0,0,NA,NA,N,0,110,0,0,0,110,0,NA,NA,NA,0,3,2007,WD,Abnorml,200000,93,12,4835,4835,4835
636,637,30,RM,51.0,6120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,2,3,1936,1950,Gable,CompShg,AsbShng,AsbShng,None,0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0,Unf,0,0,264,264,Grav,Fa,N,FuseA,800,0,0,800,800,800,0,0,0.0,1,0,1.0,1.0,1,1,Fa,3.0,3,4,Maj1,1,Po,NA,1936.0,NA,0,0,NA,NA,N,0,0,0,0,0,0,0,NA,NA,NA,0,1,2009,ConLw,Normal,60000,73,59,1064,1064,1064
637,638,190,RM,50.0,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2FmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,0,811,811,GasA,TA,Y,FuseA,811,576,0,1387,1387,1387,0,0,0.0,2,0,2.0,2.0,3,2,Gd,7.0,7,7,Typ,0,NA,BuiltIn,1954.0,Unf,1,256,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,11,2009,WD,Normal,93000,55,55,2198,2198,2454
638,639,30,RL,67.0,8777,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,0,796,796,GasA,Gd,Y,FuseA,796,0,0,796,796,796,0,0,0.0,1,0,1.0,1.0,2,1,TA,4.0,4,4,Typ,0,NA,NA,1910.0,NA,0,0,NA,NA,P,328,0,164,0,0,164,0,NA,MnPrv,NA,0,5,2008,WD,Normal,85000,98,58,1592,1592,1592
639,640,120,RL,53.0,3982,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,Av,GLQ,1154,Unf,0,1154,366,1520,GasA,Ex,Y,SBrkr,1567,0,0,1567,1567,2721,1,0,1.0,2,0,2.0,3.0,1,1,Ex,5.0,5,7,Typ,1,Gd,Attchd,2006.0,Fin,3,648,TA,TA,Y,312,0,0,0,0,0,0,NA,NA,NA,0,10,2006,New,Partial,264561,0,0,3087,3087,3735
640,641,120,RL,62.0,12677,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218,Unf,0,1218,300,1518,GasA,Ex,Y,SBrkr,1518,0,0,1518,1518,2736,0,0,0.0,1,1,1.5,1.5,1,1,Ex,3.5,4,6,Typ,1,Gd,Attchd,2003.0,RFn,2,588,TA,TA,Y,185,140,0,0,0,140,0,NA,NA,NA,0,4,2008,WD,Normal,274000,5,4,3036,3508,4096
641,642,60,FV,70.04995836802665,7050,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,738,Unf,0,738,319,1057,GasA,Ex,Y,SBrkr,1057,872,0,1929,1929,2667,1,0,1.0,2,1,2.5,3.5,3,1,Gd,7.5,8,7,Typ,1,TA,Attchd,2001.0,Fin,2,650,TA,TA,Y,0,235,0,0,0,235,0,NA,NA,NA,0,5,2007,WD,Normal,226000,6,6,2986,2986,3636
642,643,80,RL,75.0,13860,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1410,Unf,0,1410,542,1952,GasA,Gd,Y,SBrkr,2000,704,0,2704,2704,4114,1,0,1.0,2,1,2.5,3.5,4,1,Ex,8.5,9,9,Typ,3,TA,Attchd,1972.0,Fin,2,538,TA,TA,Y,269,111,0,0,0,111,0,NA,MnPrv,NA,0,7,2009,WD,Normal,345000,37,14,4656,4656,5194
643,644,60,RL,80.0,10793,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,263,TA,TA,CBlock,TA,TA,No,Rec,493,BLQ,287,780,0,780,GasA,Ex,Y,SBrkr,780,840,0,1620,1620,2400,0,0,0.0,2,1,2.5,2.5,4,1,TA,7.5,8,7,Min1,0,NA,Attchd,1969.0,Fin,2,462,TA,TA,Y,208,0,0,0,0,0,0,NA,GdWo,NA,0,4,2007,WD,Normal,152000,38,38,2400,2663,3125
644,645,20,FV,85.0,9187,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CemntBd,Stone,162,Ex,TA,PConc,Ex,TA,Mn,GLQ,1121,Unf,0,1121,645,1766,GasA,Ex,Y,SBrkr,1766,0,0,1766,1766,2887,1,0,1.0,2,1,2.5,3.5,2,1,Ex,6.5,7,7,Typ,1,Gd,Attchd,2009.0,Fin,3,478,TA,TA,Y,195,130,0,0,0,130,0,NA,NA,NA,0,10,2009,New,Partial,370878,0,0,3532,3694,4172
645,646,20,RL,70.04995836802665,10530,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,282,LwQ,35,317,664,981,GasA,TA,Y,SBrkr,981,0,0,981,981,1298,1,0,1.0,1,1,1.5,2.5,3,1,TA,6.5,7,5,Typ,0,NA,Detchd,1979.0,Unf,2,576,TA,TA,Y,0,312,40,0,0,352,0,NA,NA,NA,0,3,2007,WD,Normal,143250,36,36,1962,1962,2538
646,647,20,RL,60.0,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,0,0,GasA,Gd,Y,SBrkr,1048,0,0,1048,1048,1048,0,0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5,7,Min1,0,NA,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,27,0,0,0,27,0,NA,NA,NA,0,7,2008,WD,Normal,98300,58,58,1048,1048,1468
647,648,20,RL,85.0,10452,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216,TA,TA,CBlock,TA,TA,Mn,Rec,500,Unf,0,500,594,1094,GasA,Ex,Y,SBrkr,1094,0,0,1094,1094,1594,0,0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5,5,Typ,2,Gd,Attchd,1953.0,RFn,2,495,TA,TA,Y,0,0,0,0,287,287,0,NA,NA,NA,0,6,2008,WD,Normal,155000,55,55,2188,2404,2899
648,649,60,RL,70.0,7700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,0,756,756,GasA,TA,Y,SBrkr,1051,788,0,1839,1839,1839,0,0,0.0,1,1,1.5,1.5,4,1,TA,6.5,7,7,Typ,1,TA,Attchd,1966.0,Unf,2,442,TA,TA,Y,0,124,216,0,0,340,0,NA,NA,NA,0,6,2010,WD,Normal,155000,44,44,2595,2946,3388
649,650,180,RM,21.0,1936,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsI,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CemntBd,None,0,TA,TA,CBlock,Gd,TA,Av,BLQ,131,GLQ,499,630,0,630,GasA,Gd,Y,SBrkr,630,0,0,630,630,1260,1,0,1.0,1,0,1.0,2.0,1,1,TA,4.0,4,3,Typ,0,NA,NA,1970.0,NA,0,0,NA,NA,Y,0,0,0,0,0,0,0,NA,MnPrv,NA,0,12,2007,WD,Normal,84500,37,37,1260,1260,1260
650,651,60,FV,65.0,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CemntBd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,0,813,813,GasA,Ex,Y,SBrkr,822,843,0,1665,1665,1665,0,0,0.0,2,1,2.5,2.5,3,1,Gd,6.5,7,7,Typ,0,NA,Attchd,2007.0,RFn,2,562,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,205950,1,1,2478,2478,3040
651,652,70,RL,60.0,9084,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Mn,Unf,0,Unf,0,0,755,755,GasA,TA,Y,SBrkr,755,755,0,1510,1510,1510,1,0,1.0,1,0,1.0,2.0,4,1,TA,7.0,7,7,Typ,1,Gd,Detchd,1940.0,Unf,1,296,Fa,Po,P,120,0,0,0,0,0,0,NA,MnPrv,NA,0,10,2009,WD,Normal,108000,69,59,2265,2265,2561
652,653,60,RL,70.0,8750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,0,880,880,GasA,Ex,Y,SBrkr,909,807,0,1716,1716,1716,0,0,0.0,2,1,2.5,2.5,2,1,Gd,5.5,6,7,Typ,1,TA,Attchd,1996.0,RFn,2,512,TA,TA,Y,0,120,0,0,0,120,0,NA,NA,NA,0,7,2009,WD,Normal,191000,13,13,2596,2596,3108
653,654,50,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,0,756,756,GasA,Ex,Y,SBrkr,756,713,0,1469,1469,1469,0,0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5,7,Typ,0,NA,Detchd,1906.0,Unf,1,216,TA,TA,Y,57,0,239,0,0,239,0,NA,MnPrv,NA,0,6,2008,WD,Normal,135000,102,13,2225,2225,2441
654,655,20,RL,91.0,10437,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660,Gd,Gd,PConc,Gd,TA,Gd,GLQ,1696,Unf,0,1696,413,2109,GasA,Ex,Y,SBrkr,2113,0,0,2113,2113,3809,1,0,1.0,2,1,2.5,3.5,2,1,Gd,6.5,7,7,Typ,1,TA,Attchd,1995.0,Fin,3,839,TA,TA,Y,236,46,0,0,0,46,0,NA,NA,NA,0,8,2008,WD,Normal,350000,13,13,4222,4882,5721
655,656,160,RM,21.0,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsI,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,0,525,525,GasA,TA,Y,SBrkr,525,567,0,1092,1092,1092,0,0,0.0,1,1,1.5,1.5,3,1,TA,5.5,6,6,Typ,0,NA,Detchd,1971.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,3,2010,WD,Family,88000,39,39,1617,1998,2262
